리뷰,평점,라벨링
한끼 식사가 되는 피자집을 찾다보니 피자옥을 오게 되었는데요-!! 저는 반반피자를 주문했는데 제가 좋아하는 트러플과 페퍼로니를 한 번에 맛 볼 수 있어서정말 좋았습니다 맛은 말도 말구요 기가 막힙니당 그리고 알바생분들 바쁘신데도 친절하셔서 감동이었습니다 꼭 다시 먹으러 가야겠어료,5,1
맛있어요,5,1
역시 너무 맛있어요,5,1
스파이시 로제 뇨끼 맛있네요 직원분들도 친절하세요^^,5,1
맛있고 친절하고 아이들이 있었는데 곰탕서비스도 주시고 정말 감사했어요!!,5,1
사장님 재밌으시네요^^들기름이 고소하고 짜지 않아 좋았어요 싹쓰리~,5,1
분위기가 넓어서 좋아요,3,0
매장 안쪽에 캠핑장 같이 꾸며진 자리도 있어요!,4,1
안달아요,1,0
좋아요,5,1
가성비 좋고 맛있어요!,5,1
섭이라는 재료의 특이성을 고려하더라도 평범한 맛,3,0
"셰프분이 마스크 좀 제대로 착용하셨으면..
조리할 때도, 룸으로 가져다주실때도, 설명하실때도 턱스크 안타까움",3,0
조아요,4,1
가성비 좋아요! 여럿이가면 여러가지 생선을 먹을수 있어서 좋구요 모듬생선 추천해요,5,1
맛있고 분위기 좋고! 네츄럴 와인이 궁금해서 가봤는데 와인도 괜찮았지만 파스타가 넘 맛있었어요~~  건강상 당섭취가 예민한데 세심하게 신경써주셔서 감사했습니다. :)  근처 카페도 예쁘고~ 재방문 각!,5,1
"생면 파스타! 너무 맛있어요.
또 가고싶어요. 다른메뉴로 먹어볼래요 ㅎㅎ",5,1
"회도 정말두툼하고 신선하구요! 스끼다시 전부 너무맛있어요♡ 원래 메인나오면 보통 다른음식은 손이안가는데..  여긴 하나같이 음식이 전부맛있네요ㅎ
그리고 특히 메로스테이크는 여기만의 특별한맛으로 느껴졌어요♡ 광안대교보면서 맛난식사했습니다!! 다음번엔 어른들모시고 오고싶어요☺",5,1
곱창전골이 더 맛있어요~ 단지 곱이 더 많이 들었음 좋겠다는 갠적인 의견..ㅎㅎ,4,1
담백 상콤~ 딸기생크림케이크 블루베리치즈크림빵 우리 딸랑구가 넘 좋아라함! 기발한 빵들 천지~ 구경하는 맛도 있다~~,5,1
좋아요,5,1
치즈돈까스 넘 맛있어요ㅠㅠㅠ,5,1
굿,4,1
"굿 아주 매력있는 밀면집이네요. 회사 점심시간에 왔는데, 이제 여름이니 종종와야겠어요 :)",5,1
좋아여👍,5,1
풍동오는김에 커피가 맛있었던 기억이있어서 2번째 방문했어요~역시나 모든음료 다맛있고!!할링하다갑니다,5,1
"광안리 수변공원 오션뷰 횟집 존맛 인정~~
친절하고 스끼다시 엄청 나오는 맛집~",5,1
포장해서 자주 가는데 전화로 미리 주문하세요ㅎ,4,1
맛있어용,5,1
일단 야외라 벌레가 너무 많네요. 그리고 가성비는 그닥.. 직접 구워 먹는 바베큐 느낌은 좋습니다. 와인을 같이 먹을 수 있어 좋고요,1,0
"일주일전쯤 예약하면서  (혹시 우니 재고없다 하지말고  챙겨달라고) 확인전화까지 했는데 오늘 서버 봐주시는분이 우니좋아하시면 더드리는데 오늘 우니가 별로 없다고  장난하나요? 고기이름도 몰라서 옆에분께 다시물어보고 
  그냥 무한리필 스시집 보다도 별로",0.5,0
부산밀면 처음먹었는데 엄청맛있어요 냉면이랑은 차원이틀리네요,5,1
굿,2.5,0
"주차하기도 편하고 매장도 넓어서 좋았습니다
무엇보다 밑반찬 종류가 장난아니더란 ;
지인과 잘먹었습니다",5,1
아주 좋아요!,5,1
친절하시고 베이커리류도 이쁘고 커피도 맛있었어요!,4,1
최고유,4.5,1
유명한집이고 맛 좋아요..  춘천에서  먹으러갔다왔어요,4.5,1
제주에서 갈치로 제일 유명해서 가봤는데 엄청 크고 맛깔났어요 ,4,1
주메뉴도  맛있지만..깔끔하고 맛있는 밑반찬도 굿~~,5,1
"속초에가면 늘 아침에 해장하는집,
아쉽게도 고등어 찜 추가는 비용을 받기 시작했네요..",3.5,0
 ,4,1
맛 신선도 전경까지 너무 마음에 들었습니다!질먹었습니다!,5,1
간ㄷㄴ하게 먹기 딱 좋고 가성비가 좋네요,5,1
"강릉가면 한번은 꼭 가봐야 한다고 해서 갔어요!  그런데 밥을 먹고 있는데 빈그릇을 계속 치우시고,, 일어나서 나가기도 전에 옆에 오셔서,, 밥 먹는데 그릇을 꼭 바로 치우셔야되는건지...",3,0
깔끔하고 괜찮습니다!,4,1
"매장크고 맛탕 맛있어요 다만 샤브샤브집인데 주문한 2인고기양은 좀 적은편이고 이외는 뷔폐식이다 보니 양껏 가져다 먹는건 좋지만음식이 바로 채워지진 않았네용.. 요청해야지수동적으로 음식 채워주셨어요 맛은 그냥 쏘쏘 ^^,",3,0
2번째 방문 입니다 ! 첫번째 방문 할때 처럼 진짜 맛이 완젼 .. 좋았어요 ㅠㅠ 전복죽에는 전복이 진짜 많이 들어가고 냉면에도 모든 해물이 아낌없이 들어간거 같아요 설렁탕도 당연히 많이 들어가고  만두도 색도 예쁘고 파체랑 같이 먹으면 완젼 맛있어요 ㅠ 모든 음식이 맛도 좋고 재료도 아낌없이 많이 주신거 같아요 !! 및반찬도 완젼 맛있어서 너무 좋았어요 😭❤️❤️ 제주도 맛집 1위 입니다 ㅠㅠ 고민하지 말고 꼭 드시러 오세요 직원분들도 완젼 친절해요 !❤️,5,1
감바스가 진짜 맛있어요 ㅠㅠ 밤에는 자주 와봤는데 낮은 처음이었는데 낮에도 너무 좋은 클램입니당 :) 밤에는 분위기 있게 술한잔 하기 좋고 낮에는 바닷가 보면서 시원하게 한잔하기 좋아요! 음식도 다른지점보다 광안점이 맛있습니다!,5,1
"세번쨰 이용입니다. 이번에 딱새우회가 양이 조금 적었던것 같습니다. 안되는것 급하게 해주셔서 그런것 같은데 약간은 아쉬웠습니다. 일단 친절하시고 맛도 좋습니다. 가끔가서 접대하기 
매우 좋은곳입니다.",4,1
맛있어요,4,1
꼭 크럼블 추천!!👍👍👍,5,1
테이블이 많아서 자리가 조금 협소했어요!,4,1
"고로케 느끼하지 않고 바삭해요
짬뽕도 깔끔하고 맛있어요",5,1
또가고 또가고 몇번이나 가는 곳,5,1
맛있어영,5,1
"제주도 맛집!!
고사리랑 고기가 맛있네용
저는 50분 웨이팅했답니당.",5,1
여기밖에 안와요ㅠㅠ 진짜 젤 맛있어요,5,1
맛있어요~~~~ 구수구수,5,1
성게가 들어간 미역국과 비빔밥이 맛있어요,5,1
좋아요,3,0
"포레스트  아웃팅스 방문
앙버터와 아보카도바나나 스무디
닭다리살샐러드 먹어보니 맛 괜찮네요 스무디에 바나나가 덜익은맛이나서 좀그랬구요",4,1
재밌고  즐겁고 맛있는 시간이었어요,5,1
맛있어요,4,1
커피도 맛있고 샐러드 샌드위치 다 맛나요~~,4.5,1
"오~~~~~
좋습니다.",5,1
강추입니다. 두명이면 조금남고 세명이면 모자라는 양이에요.,4.5,1
잘 다져진 고기가 너무 좋아서 몇년째 맛있게 먹고있는데 오늘 처음으로 어마어마한 힘줄들과 함께 역한 돼지냄새(?)때문에 왕돈까스 4분의 1정도는 도저히 못먹고 버렸네요 너무 충격이고 당분간은 안 먹을듯 합니다..,0.5,0
조용한분위가에 크로플존맛..,5,1
오랫만에 오니 맛있네요,5,1
둘이 먹어도 충분한 양입니다 깔끔하고 맛있게 먹었어요! 추천합니당,5,1
"직원분들도 너무 친절하시고 예의있으시고....ㅎ
음식도 하나하나 너무 맛있어요..
정성이 느껴저요~~다음모임도 여기서 하려구요~^^",5,1
평일에 와서 그런지 여유 있고 좋네요 분위기 짱!,4.5,1
"한접시 1,800원",4,1
튀김 기름이 덜 빠졌고 튀김이 쓴맛이 난다,2.5,0
好,4.5,1
비도오고 막걸리에 메밀전~~캬~!!!,5,1
일반 동해바다에서 먹는 물회느낌과 달라요 식초맛이 아닌 여러가지 해물맛을 살려주는게 부드럽고 참 맛나요 그리고 옥돔 약간의 꿈꿈함이 있는데 옥돔 특유의 맛인가 하고 맛나게 먹었어요 아기가 있어서 설렁탕도 시켰는데 맛좋아요 저는 일부러 세트 안시키고 다 다른걸 시켰네요 ㅎㅎㅎ 너무 배부르게 먹고갑니다 꼭오세요~,5,1
분위기도 좋고 맛도좋고 와인도 괜찮아요,5,1
브레이크타임 직전에 가서 대기없이 바로 들어감. 맛은 괜찮으나 약간 비싼감이 있음. ,3,0
"가을에 이어서 겨울까지 추운 계절 모두 알디프에서 좋은 시간 가졌습니다 하지만 아쉬운건 콜라보도 좋지만 항상 본질인 ‘차’에 대한 설명을 더 깊게 다뤄주셨으면 합니다 아무래도 시간에 비해 제공되는 티의 수가 많다보니 준비시간이 긴 한계도 있겠지만, 예를들어 에그녹이 미국에선 크리스마스에 마시는 티라든지 하는 배경을 더 말씀해주셨으면 하는 마음이 있습니다 ㅎㅎ.. 티만을 마시러 2호점엔 방문하고 싶지만, 프로그램엔 재방문 의사가 없습니다",4,1
맛있어요~~ 고양이도 너무 귀여워요ㅠㅠ,5,1
너무 비싸네요..아무리 유명한 빵집이라지만 이 정도 맛은 다른 유명하고 괜찮은 빵집에서 더 저렴한 가격에 이용할 수 있을 거 같아요. 뭔가 특별히 맛있는 거 같지는 않은데 유명해서 손님이 많이 온다는 이유로 높은 가격을 책정한 게 아닌가 싶네요,3.5,0
굿입니다!!,5,1
좋아요,5,1
맛있어 맛있어 정말,3,0
"쉐프님께서 음식을 너무 잘 만드십니다👍👍 분위기도 좋고, 재방문하고싶어요~",5,1
"강정처럼 바삭하고 딴딴해서 좋아요. 양념도 보통맛인데 맛있게 맵고, 적당히 달착지근하고 진짜 맛있었어요. 다음엔 택배로 주문해서 먹을 거예요.",5,1
맛 최고,5,1
"너무 맛있어서 싹싹긁어 먹은 
#광안리맛집 #랭햄",5,1
"깔끔하고 맛있어요
가족끼리와도 괜찮겠어요",4.5,1
"음식도 맛있고 직원분들도 너무 친절하셨습니다. 부위마다 어떤 반찬과 먹는 것이 좋은지 추천도 해주시고, 먹기 좋게 구워주셔서 너무 좋았습니다. 다음에 또 가고싶습니다!",5,1
맛있어서 강릉 갈때마다 찾아가요,5,1
맛있어요,4.5,1
뷰가  멋져요 ㅎㅎ,5,1
너무 맛있어서 세번째 방문입니다~! 언제와도 맛있네요 강추함니다!!,5,1
부산에서 맛있는 크레페를 먹을 수 있는 남포동 디저트 맛집 카페 더 타임 나우에요 👍 음료도 아주 맛있어요. 진한 코코아 고퀼리티의 생초코넛라떼 강추합니다. 카페 마스코트 만두도 진짜 귀여워요. 강추하는 부산 크레페 맛집 더 타임나우에요.,5,1
깔끔하고 맛있었어요. 여름에 불앞에서먹는거지만 덥지않고 잘먹었어요,5,1
"속초 해변 옆  3층 건물에 2020년 7월 보사노바 속초점이 오픈 하였습니다. 주차장은 건물 바로 뒤에 있습니다. 아메리카노의 커피 원두는 안목블렌드로 되어 있는데 매우 진하고 다소 쓴 편
입니다. 에티오피아 예가체프를 포함해 다섯가지의 핸드드립 커피는 5,500원인데 오늘의 커피로 추천하는 커피는 5,000원에 판매합니다. 건물은 실내가 3층까지 있고 옥상은 좌식 의자가 
있는 작은 실내의 방과 외부 옥탑으로 되어 있습니다. 모든 층이 바다를 향한 통창이 설치되어 있지만 오션뷰라기 보다는 소나뷰라는게 맞는 것 같습니다. 해변 옆 방풍림으로 설치된 ...",4,1
처음 가봤는데 괜찮았어요.,4.5,1
"이번 시즌은 다른 시즌에 비해서는 아쉬운 편이긴 했지만, 여전히 알디프 만의 매력은 가득했습니다 :) 다양한 블렌딩 티를 마시고 싶다면 역시 알디프만한 곳이 없는거 같아요!",4,1
왜 안 질리는지 모르겠어요.. 매일 먹을수 있어요. 최애김밥👍🏻,5,1
강릉에서 먹었던 장칼국수가 생각나서 급검색하여 찾아갔던곳.... 차돌과 들깨를 하나씩 먹었는데 그냥 원조로 먹어야겠어요 첫 국물맛은 좋았는데 마지막에 조미료맛이 느껴져서 살짝 아쉬움이 남네요^^,4.5,1
맛있는데 친절에 조금 더 신경썼으면 하네요,4,1
절목옸습니다.,5,1
알바생이 정말 친절하구 장어랑 해산물들 전부 신선해요,5,1
좋아요,4,1
브루잉커피를 꼭 드셔보시고 개인적으로 아인슈페너 맛집..꼭..진짜...먹어보세요..,5,1
매운 돈까스의 소스가 정말 매콤달콤하니 맛있고 양도 많아요,5,1
정말 친절하고 맛있었어요!친구들과 함께 즐거운 한때~^^ 예약하고 오면 에이드 서비스~강추합니다!!,5,1
이번 여름코스는 정말 만족 그 자체였어요!,5,1
빵맛집,5,1
"둘이서 로제파스타, 그릭샐러드,양고기 수블라키 주문했는데 셋 다 너무 맛있어서 흡입했네요 ㅎㅎㅎㅎ
다음에 또 가족들 데리고 재방문 해야겠어요",5,1
"맛있습니다 배불르게
잘먹었어요",5,1
깊은맛이사라지다,4,1
양 많아요,3.5,0
좀 비싼 감이 있지만 존맛탱,5,1
JMT,5,1
"너무 맛있어서 허겁지겁 먹었습니다
최고의 맛 ..",5,1
워낙 유명하지만 비주얼이 그렇게 끌리지 않았는데 막상 먹어보니 왜 인기가 많은지 알겠더라구요! 맛있게 잘 먹었습니다:),5,1
지나가다 줄서있기에 한번 가본곳 제주식당중 단연..최악 아주머니 불친절한건 둘째치고 어쩜 그리 인상쓰고 일하시는지  가장중요한 맛.... 미끌미끌거리는 육계장은..비릿했습니다 줄서서 먹는곳이라니요...허허...이게 말이됨?,0.5,0
친절하시고 재료도 다 깔끔하고 분위기도 좋았습니당 ㅎㅎ 추천해영,5,1
음식이 맛있어서  배가 부른지도 모르게 잘먹어삼^^,5,1
케잌 너무 맛있네요~♡ 예약하면 할인해주는거 넘 좋아요 😊👍🏻,5,1
룸값도 싸고 조아요,5,1
직원분들 친절하고 넘 맛있어요,5,1
맛있어용ㅇ,5,1
산방산을 배경으로 뷰가 너무 좋은 카페 입니다!,5,1
얼그레이케익 진짜맛있어요 ㅎㅎ,5,1
친절하고 커피 맛있어요~ 무엇보다 카페감성 완전 굿,5,1
"이 가격에 다양한 음식 먹을 수 있어서 좋았습니다 매장도 깔끔해요!
#서귀포흑돼지맛집",5,1
커피향 좋은 카페!!!,3.5,0
일주일에 한번은 꼭 먹으러 갑니다ㅎㅎ,5,1
"맛있게 잘 먹었습니다. 전에 왔을때 맛있게 먹었던 하이얀우동? 이 사라져서 좀 아쉬웠지만 , 새롭게 추가된 함바그 밥상 둘이서 먹으니 딱 좋더라구요. 매장도 시원하고 서비스도 친절해서 기분좋게 저녁먹고 갑니다.",5,1
리뷰 이벤트 작성하고 블루베리 에이드 받았는데 달달하니 좋네요. 식전빵도 부드럽고 식감도 좋고 소스도 맛있어요. 수블라키? 이건 처음 먹어보는 새로운 맛이네여~,4,1
"맛있잖아요! 
또 오라고 이렇게 맛있게 마성의 음식을 주시네요^^♡
너무 맛있어요~~~~~~♡",5,1
맛있어욤,4.5,1
홍게라면이 너무너무 맛잇었어요!!,5,1
맛있어요,4,1
쨩,4.5,1
굿,4,1
"장소가 좁긴하지만 맛은 진짜 좋아용ㅜㅜ휴
비싸기도하지만 기분전환할때 가면 좋을것 같음",4.5,1
"표선쪽은 처음 숙박해봐서 정보가 없어 이리저리찾아보다가 발견한 곳이였는데
게스트하우스보다 약간 모텔느낌이있지만 그래도 깔끔하고 조용하고 티비고도있어서 좋아요 
그리고 조식이 진짜대박이예요 기대안했는데 시래기된장누룽지에다가 김치 같이먹었는데 맛있었어요 그리고 커피도 맛있고 모닝빵에 키위쨈도 맛있었어요",5,1
제주만의 뷰 없으면 그냥 카페~,2,0
인생맛집 찾았습니다  사장님 넘 친절하시고  고급일식집보다도 더  자세히설명해주시고 담에 또 가고싶어요~~ 아 서비스로 주신 한라산 감사해요 ~~^^,5,1
